ID	LLB	SBI	AFC	LASD	LLSD
mp-754237	4.0	1.014193548387097	5.0	2.2167922807898126	2.2167922807898126
mp-753558	11.6	1.4221518987341777	6.0	1.9667438213080604	1.9667438213080604
mp-1176237	6.888888888888889	1.0874758842443728	6.0	2.0529376351482598	2.0529376351482598
mp-1177897	2.0	1.0196153846153844	4.0	1.9665758473552888	1.9665758473552888
mp-774681	4.0	1.1308502024291498	6.0	2.0797077214162463	2.0797077214162463
mp-1301775	4.0	1.000392156862745	5.25	2.0803912655988785	2.0803912655988785
mp-1205261	1.5	0.6006060606060596	2.3636363636363638	2.0343709582032092	2.0343709582032092
mp-774859	2.0	0.8489189189189189	3.2	2.124054021132105	2.124054021132105
mp-17056	0.0	0.9657613168724279	3.0	1.94959372856414	1.94959372856414
mp-1174346	7.6	1.1111764705882357	6.0	2.0426977848733427	2.0426977848733427
mp-776096	3.0	0.9657550335570471	4.0	1.8744569038441683	1.8744569038441683
mp-759075	4.222222222222222	1.0009688013136289	3.675675675675676	1.9584475862796014	1.9584475862796014
mp-1211214	0.0	0.9657954545454543	3.076923076923077	1.9875550150416106	1.9875550150416106
mp-777388	0.0	0.8727436823104692	2.5	1.944326820518207	1.944326820518207
mp-35591	4.0	0.514074074074074	6.0	2.6994933839261703	2.6994933839261703
mp-1175058	7.142857142857143	1.0862955032119914	6.0	2.0417879492065154	2.0417879492065154
mp-1176579	4.0	0.5325000000000001	5.0	2.453852540122004	2.453852540122004
mp-753216	0.0	0.9607142857142857	4.5	1.8902012223369136	1.8902012223369136
mp-754579	4.0	1.153448275862069	4.5	1.9209510471759177	1.9209510471759177
mp-1096499	0.0	0.8066666666666668	2.0	2.7083565755828	2.7083565755828
mp-1641824	3.0	0.9454545454545451	5.0	2.0900618594940004	2.0900618594940004
mp-1177667	5.333333333333333	0.9503952569169961	3.357142857142857	2.018739278607291	2.018739278607291
mp-774871	1.6	0.9144201312910284	3.75	2.0802790839974814	2.0802790839974814
mp-760804	6.0	1.2301724137931034	3.5	1.9234424917947477	1.9234424917947477
mp-6644	0.0	0.9474418604651165	4.666666666666667	2.0979132752653955	2.0979132752653955
mp-867596	2.0	0.9295588235294118	2.6666666666666665	2.0229563413816987	2.0229563413816987
mp-771909	1.0	0.8976094276094275	3.0625	1.9698505845662533	1.9698505845662533
mp-557962	0.0	0.8024137931034482	5.666666666666667	2.457235209209858	2.457235209209858
mp-1175716	6.666666666666667	1.0922508038585208	6.0	2.079446816358088	2.079446816358088
mp-758425	4.5	0.9961087420042645	3.5	2.0120282609256397	2.0120282609256397
mp-757716	0.0	0.84070796460177	2.4	1.9425200834771825	1.9425200834771825
mp-756408	11.333333333333334	1.1248314606741574	5.333333333333333	1.9239489880455762	1.9239489880455762
mp-998230	0.0	0.7277551020408164	3.0	2.5073920239914598	2.5073920239914598
mp-1174408	7.5	1.0715867158671586	6.0	2.0351147126280913	2.0351147126280913
mp-17718	6.0	1.2871232876712326	6.0	1.925679723687783	1.925679723687783
mp-1111284	0.0	0.9666666666666668	2.0	3.1681824225543487	3.1681824225543487
mp-1177101	10.0	1.557540983606557	6.0	2.00063322551619	2.00063322551619
mp-780728	2.0	1.1967857142857148	3.0	1.9700139174590263	1.9700139174590263
mp-1316547	6.0	1.076760124610592	6.0	2.100632664244441	2.100632664244441
mp-1185397	0.0	0.8533333333333334	8.0	3.063993546865135	3.063993546865135
mp-753570	3.0	0.7783980582524272	4.0	2.1775712488406644	2.1775712488406644
mp-1280525	4.0	0.9003311258278147	4.0	1.933489828968806	1.933489828968806
mp-757702	3.0	1.0087694974003463	4.0	1.880190992545202	1.880190992545202
mp-759049	0.0	1.1133333333333333	3.8333333333333335	1.9151672761123812	1.9151672761123812
mp-9563	8.0	0.8754545454545456	9.0	2.8806425928918578	2.8806425928918578
mp-867582	3.0	0.8719476268412436	3.5	2.0759694287820274	2.0759694287820274
mp-758357	3.3333333333333335	0.8526388888888891	2.875	1.9983909282715109	1.9983909282715109
mp-1211228	2.6666666666666665	1.010724233983287	3.888888888888889	1.9710572022310286	1.9710572022310286
mp-851030	6.0	0.9456218905472636	4.0	2.045703049887348	2.045703049887348
mp-1175064	7.142857142857143	1.1068763557483734	6.0	2.018752784104295	2.018752784104295
mp-1020059	2.0	0.7447692307692311	4.0	2.0672215718794846	2.0672215718794846
mp-768294	3.0	0.9244551282051284	4.571428571428571	1.867952123499	1.867952123499
mp-753202	10.8	1.3120720720720718	4.0	1.9106310699201714	1.9106310699201714
mp-1193287	1.0	0.8865454545454546	3.6923076923076925	1.9769544053402526	1.9769544053402526
mp-1177673	2.0	0.8031002331002329	3.391304347826087	1.9796082740886745	1.9796082740886745
mp-760347	6.0	1.163782051282051	6.0	2.1361272298318017	2.1361272298318017
mp-778508	3.0	0.8953085553997193	2.7916666666666665	1.9194974097889073	1.9194974097889073
mp-770154	4.0	0.9825362318840575	4.2	2.0150788326010134	2.0150788326010134
mp-1029294	2.0	0.5834408602150538	4.0	2.0915881977977255	2.0915881977977255
mp-776243	0.0	0.7833427762039663	2.3333333333333335	1.9032608798352655	1.9032608798352655
mp-756193	4.0	0.9123076923076923	4.0	1.9510634940601679	1.9510634940601679
mp-766050	0.0	0.7607407407407406	2.25	1.8974468478983555	1.8974468478983555
mp-1246199	8.0	0.7819354838709672	6.5	2.027583362792974	2.027583362792974
mp-770632	8.0	1.2409230769230768	4.0	1.9781193621581175	1.9781193621581175
mp-1114667	0.0	1.3010526315789472	2.0	2.6054147992383148	2.6054147992383148
mp-754784	3.0	0.9540196078431371	4.0	1.8703014244536709	1.8703014244536709
mp-1100612	6.888888888888889	1.0980681818181819	6.0	2.05043082240148	2.05043082240148
mp-976114	6.0	0.6271428571428572	8.0	2.8855516116466746	2.8855516116466746
mp-862613	0.0	0.41190476190476194	8.0	3.4217564350674277	3.4217564350674277
mp-765559	2.0	1.0308510638297874	2.5	2.0168444682576068	2.0168444682576068
mp-1100606	6.888888888888889	1.0848154093097915	6.0	2.058676188202507	2.058676188202507
mp-1176790	3.7777777777777777	0.9838900203665991	3.911111111111111	1.9793224265058074	1.9793224265058074
mp-762222	6.0	1.085090909090909	3.75	1.9029859179187494	1.9029859179187494
mp-1176948	2.6666666666666665	0.8355409631019386	2.5689655172413794	1.961772310779943	1.961772310779943
mp-779164	3.0	0.8904728546409808	4.0	1.8746206768516354	1.8746206768516354
mp-756187	2.0	0.69375	6.0	2.493839013264697	2.493839013264697
mp-766044	0.0	0.8976799999999998	6.857142857142857	1.9603443905419449	1.9603443905419449
mp-1174187	6.0	1.0929878048780488	6.0	2.1222263087112583	2.1222263087112583
mp-1175299	7.142857142857143	1.1187931034482756	6.0	2.090560439453498	2.090560439453498
mp-770626	4.0	0.8819488817891378	4.0	2.0982667159376054	2.0982667159376054
mp-760353	0.0	0.8897354497354494	2.2857142857142856	1.9318876847565127	1.9318876847565127
mp-756839	4.0	1.104260355029586	6.0	2.125270777876187	2.125270777876187
mp-769411	6.666666666666667	1.0889240506329116	4.666666666666667	1.9448961617861358	1.9448961617861358
mp-779602	1.3333333333333333	0.6715105740181265	2.1379310344827585	1.9070256744251946	1.9070256744251946
mp-753941	2.0	0.8963809523809526	4.333333333333333	2.0359114930287565	2.0359114930287565
mp-752487	3.0	1.1948314606741572	3.625	1.9420304349988722	1.9420304349988722
mp-1096116	0.0	0.35666666666666663	2.0	2.7201429260933923	2.7201429260933923
mp-1644223	6.857142857142857	1.1279871520342613	6.0	2.050339458842942	2.050339458842942
mp-1174811	7.0	1.124453125	6.0	2.0699699988081535	2.0699699988081535
mp-756811	6.0	0.7093333333333333	5.0	2.455736455276345	2.455736455276345
mp-531826	7.5	1.0871153846153856	6.0	2.133796556339844	2.133796556339844
mp-558890	0.0	0.8515527950310557	2.2	1.940696819393326	1.940696819393326
mp-974059	0.0	0.4	8.0	3.1473216484019413	3.1473216484019413
mp-776519	3.0	0.9765957446808508	4.0	1.8821785790586247	1.8821785790586247
mp-753969	4.0	1.0537735849056602	3.0	2.017910080177268	2.017910080177268
mp-765203	9.090909090909092	1.1059696458684656	5.375	1.9723452678533242	1.9723452678533242
mp-1222351	0.0	0.8125954198473286	3.0	2.051261877022534	2.051261877022534
mp-5832	0.0	0.742348484848486	2.8	1.9998137155246802	1.9998137155246802
mp-705291	0.0	0.7967441860465118	2.857142857142857	2.042213024191505	2.042213024191505
mp-763114	4.0	1.0194701986754966	5.25	2.1446284214705007	2.1446284214705007
mp-765565	4.0	1.0279813664596276	5.25	1.993764300354811	1.993764300354811
mp-1176960	2.6666666666666665	0.8877973568281935	3.5	2.0785189323304194	2.0785189323304194
mp-775776	9.0	1.3754237288135593	4.0	1.961654784350414	1.961654784350414
mp-1101530	0.0	0.7968316831683169	2.5714285714285716	1.9603816730801589	1.9603816730801589
mp-996962	6.0	0.9749999999999999	4.0	2.04354722265595	2.04354722265595
mp-7943	8.0	0.7384615384615387	8.0	2.6698062259964606	2.6698062259964606
mp-768041	2.0	0.9141754385964913	4.0	2.161033742968433	2.161033742968433
mp-32017	2.0	0.8834230769230766	2.8125	1.985615709619437	1.985615709619437
mp-758182	4.333333333333333	0.956162601626016	3.888888888888889	2.031036737428727	2.031036737428727
mp-867743	0.0	0.8846808510638298	3.0	1.830739035504279	1.830739035504279
mp-1652333	2.0	0.8329739776951672	3.5	1.9889581098527114	1.9889581098527114
mp-766078	1.0	0.814125	2.7916666666666665	2.0017572203460388	2.0017572203460388
mp-1093734	0.0	0.93	2.0	3.590827736780016	3.590827736780016
mp-778246	1.0	0.8067499999999999	2.6666666666666665	2.004928107277112	2.004928107277112
mp-1206595	6.0	0.5149999999999999	6.0	2.718551737603288	2.718551737603288
mp-763100	0.0	0.9973469387755104	2.5	1.9256741965750523	1.9256741965750523
mp-29345	0.0	1.143571428571429	3.0	2.9779854944408948	2.9779854944408948
mp-1222423	0.0	0.949902912621359	3.5	2.056949581724859	2.056949581724859
mp-1176974	2.6666666666666665	0.8949887133182851	3.5	2.104590099450103	2.104590099450103
mp-27368	4.8	0.7266129032258064	7.3	2.7373076281292024	2.7373076281292024
mp-1101524	0.0	0.6902280130293158	3.3333333333333335	2.24516944731629	2.24516944731629
mp-1222345	2.0	0.8783999999999997	4.0	2.0855621833033102	2.0855621833033102
mp-26710	1.0	0.7248404255319151	2.2857142857142856	2.0059587589598475	2.0059587589598475
mp-25219	4.0	1.2703937007874013	4.333333333333333	1.9562617089157626	1.9562617089157626
mp-768733	1.3333333333333333	0.8366008771929826	2.9285714285714284	1.9791909114211144	1.9791909114211144
mp-771262	4.0	1.1414314516129034	6.0	2.107766515712277	2.107766515712277
mp-758828	2.0	0.9120547945205482	3.5	2.016760829601889	2.016760829601889
mp-540013	0.0	0.6188259109311741	2.5	2.055855024937218	2.055855024937218
mp-777820	4.0	0.960392156862745	5.25	2.1151714645045385	2.1151714645045385
mp-771289	5.333333333333333	1.0311194029850748	4.3076923076923075	2.0033325943452107	2.0033325943452107
mp-759505	3.0	0.9331170886075946	4.0	1.8557985138383795	1.8557985138383795
mp-756636	2.0	0.8567307692307692	4.333333333333333	2.0303783534801094	2.0303783534801094
mp-849333	2.0	1.0020942408376963	3.7777777777777777	1.9520162484653305	1.9520162484653305
mp-8331	10.0	0.6162499999999999	7.578947368421052	2.6293589900649237	2.6293589900649237
mp-1193913	6.0	0.9751219512195125	3.6923076923076925	1.919141366671093	1.919141366671093
mp-1176021	6.666666666666667	1.091412520064205	6.0	2.055439718328441	2.055439718328441
mp-780516	0.0	0.8208126036484242	2.75	2.048077891699565	2.048077891699565
mp-781608	0.0	0.9364870466321242	3.3333333333333335	1.9115578898711842	1.9115578898711842
mp-753996	2.0	1.216771653543307	4.0	1.8498776318359629	1.8498776318359629
mp-1307674	6.0	1.1016806722689076	6.0	1.9688561549527097	1.9688561549527097
mp-26923	2.0	0.8347191011235957	3.2	2.0912012489201133	2.0912012489201133
mp-1245453	2.0	0.622857142857143	4.0	2.023764632468784	2.023764632468784
mp-17240	6.0	1.2612925170068028	4.5	1.9103739067580523	1.9103739067580523
mp-754747	4.0	1.0837438423645318	3.75	1.9050369520795296	1.9050369520795296
mp-753028	4.0	1.0560389610389613	5.25	2.136014296063036	2.136014296063036
mp-1176747	2.0	0.9304622871046228	4.0	2.035666126948485	2.035666126948485
mp-1293773	3.0	1.049174311926606	5.0	2.1288505195270777	2.1288505195270777
mp-540946	1.6666666666666667	0.72974358974359	2.4166666666666665	2.0697486574735335	2.0697486574735335
mp-1211002	0.0	0.9814110429447848	4.0	2.142622643143836	2.142622643143836
mp-759263	1.3333333333333333	0.7483185840707968	2.375	1.964860993428416	1.964860993428416
mp-1174150	7.333333333333333	1.1265873015873016	6.0	2.0564830951126987	2.0564830951126987
mp-672958	0.0	0.629335793357934	2.1666666666666665	2.021313603328058	2.021313603328058
mp-1201205	5.25	0.5141743119266051	2.5	2.1029581664023644	2.0698516555508513
mp-849441	0.0	0.7359581881533102	2.1	1.8790268197094278	1.8790268197094278
mp-756144	5.5	0.947083333333333	3.75	1.948428410680186	1.948428410680186
mp-766087	0.0	0.761125654450262	2.642857142857143	2.039650238128891	2.039650238128891
mp-1174144	7.333333333333333	1.1078795811518323	6.0	2.051579649482863	2.051579649482863
mp-996989	4.0	1.021492537313433	4.0	1.9431742319953016	1.9431742319953016
mp-764848	7.714285714285714	1.3587679083094546	4.416666666666667	1.9801214457939504	1.9801214457939504
mp-754753	5.333333333333333	0.9712639405204463	4.0	2.096801140802477	2.096801140802477
mp-684770	1.0	0.8502554744525548	2.625	1.9908274298786228	1.9908274298786228
mp-26089	1.0	0.8249438202247196	2.857142857142857	1.9313523719225694	1.9313523719225694
mp-775945	2.0	0.9144887348353556	4.0	2.115178493296209	2.115178493296209
mp-19279	12.0	1.2880851063829788	7.0	1.9731020259926688	1.9731020259926688
mp-1176753	0.0	0.7380281690140844	2.0	1.9031704703535663	1.9031704703535663
mp-1176035	6.666666666666667	1.087619808306709	6.0	2.047372025684123	2.047372025684123
mp-754035	4.5	0.9964583333333333	5.4	2.007625012383832	2.007625012383832
mp-753982	0.0	0.8063157894736842	4.0	2.4604982322281326	2.4604982322281326
mp-26937	0.0	0.7892771084337351	2.6666666666666665	2.4314963300679957	2.4314963300679957
mp-777834	2.6666666666666665	0.8867251461988306	3.5	2.066829617416024	2.066829617416024
mp-1174622	6.857142857142857	1.106608695652174	6.0	2.0699516021768223	2.0699516021768223
mp-759511	3.0	1.0086206896551724	3.0	1.945230916435524	1.945230916435524
mp-756622	0.0	0.8082758620689654	3.5	1.9725642983171454	1.9725642983171454
mp-849327	2.0	0.8049122807017544	3.0	1.9826911038663662	1.9826911038663662
mp-1222392	0.0	1.4133333333333336	2.0	2.9044305516921685	2.9044305516921685
mp-685320	5.0	0.40601600000000015	7.9818181818181815	2.24701118426079	2.24701118426079
mp-763869	4.8	1.072101341281669	6.5	1.9645487561967407	1.9645487561967407
mp-1178030	4.0	1.0086805555555558	4.0	2.020889436031839	2.020889436031839
mp-645662	0.0	0.8357647058823529	6.171428571428572	2.62406899095897	2.62406899095897
mp-759539	4.0	1.003719008264463	3.0	1.9092631780389173	1.9092631780389173
mp-757514	4.5	0.9398907103825137	4.0	1.9707520482073566	1.9707520482073566
mp-1175514	7.333333333333333	1.0691262135922328	6.0	2.0635850969698564	2.0635850969698564
mp-1175272	6.857142857142857	1.1213948497854078	6.0	2.087849533203028	2.087849533203028
mp-849469	0.0	0.9580952380952382	2.6666666666666665	1.882161490645399	1.882161490645399
mp-1114698	0.0	1.5530434782608693	2.0	2.1749383309290744	2.1749383309290744
mp-758141	0.0	0.8504205607476635	2.625	2.1229666158404807	2.1229666158404807
mp-764860	8.833333333333334	1.3432962962962962	6.0	2.0268759115501407	2.0268759115501407
mp-1097585	0.0	0.34500000000000003	2.0	2.939786579926368	2.939786579926368
mp-19251	0.0	1.1895121951219514	2.0	1.9634971909409997	1.9634971909409997
mp-1013849	4.0	0.8584507042253512	4.8	2.314805430101788	2.314805430101788
mp-764874	0.6666666666666666	0.8361359026369168	3.1666666666666665	1.9560700586869697	1.9560700586869697
mp-775979	7.5	1.3539622641509432	6.0	2.042707351997287	2.042707351997287
mp-1175266	6.857142857142857	1.1183333333333334	6.0	2.0580813122291066	2.0580813122291066
mp-1209665	0.0	0.8961111111111113	4.0	3.1009385056932306	3.1009385056932306
mp-561778	0.0	1.3504999999999998	2.0	1.9627983754175418	1.9627983754175418
mp-756178	0.0	0.963291139240506	2.6	2.053766720542485	2.053766720542485
mp-1218768	0.0	0.8408717948717949	2.0	2.774673999915597	2.774673999915597
mp-1174178	7.333333333333333	1.1221108179419528	6.0	2.039275096724264	2.039275096724264
mp-768928	0.0	0.6647310126582278	2.25	2.1330338909333935	2.1330338909333935
mp-757500	5.5	0.882609756097561	3.9166666666666665	1.9715289192779286	1.9715289192779286
mp-758633	0.0	0.7871428571428569	2.7142857142857144	1.9424349039396587	1.9424349039396587
mp-850892	2.6666666666666665	0.8984734982332153	3.0208333333333335	1.9704873629486326	1.9704873629486326
mp-1175500	6.888888888888889	1.0662135922330094	6.0	2.0613031081703634	2.0613031081703634
mp-1176009	6.666666666666667	1.0984652665589658	6.0	2.0718203122561167	2.0718203122561167
mp-1222386	0.0	0.3307246376811595	4.0	2.8553189966754777	2.3706444918620084
mp-1205739	3.0	1.1881481481481482	3.0	2.047457686037383	2.047457686037383
mp-1177317	0.0	0.8380253878702397	2.9583333333333335	1.976308397866725	1.976308397866725
mp-1178024	3.0	0.8224096385542171	2.2857142857142856	2.0122223263768686	2.0122223263768686
mp-1176196	7.111111111111111	1.0834025559105434	6.0	2.054470231122963	2.054470231122963
mp-772637	2.3333333333333335	1.0986162904808632	4.178571428571429	2.0716965120677835	2.0716965120677835
mp-17491	0.0	0.8617647058823528	5.0	2.6224152733176016	2.6224152733176016
mp-755288	6.0	0.40040540540540537	7.0	2.64412294846203	2.64412294846203
mp-977418	0.0	0.8128571428571431	8.0	2.79957780399124	2.79957780399124
mp-775158	4.0	0.9942786885245911	4.0	1.9805009885339457	1.9805009885339457
mp-776451	1.0	0.89965	3.3333333333333335	2.0297229568111628	2.0297229568111628
mp-756781	4.0	1.1224096385542166	3.3846153846153846	2.102551124422094	2.102551124422094
mp-1174781	7.714285714285714	1.0955150214592275	6.0	2.0525134503192044	2.0525134503192044
mp-1198729	10.818181818181818	0.9800000000000001	6.777777777777778	2.701728418720673	2.701728418720673
mp-25423	1.0	1.0071034482758623	3.0	1.9246503820182932	1.9246503820182932
mp-761893	2.0	1.112727272727273	3.142857142857143	1.8185375794647902	1.8185375794647902
mp-1173950	6.0	1.0972131147540984	6.0	2.0993445144639526	2.0993445144639526
mp-768109	2.5	0.9253075571177503	4.0	2.1161177769050306	2.1161177769050306
mp-1101478	4.4	0.9996633663366339	3.642857142857143	2.0178653448304793	2.0178653448304793
mp-1176828	0.0	0.7744892812105927	2.3	2.0626835685646028	2.0626835685646028
mp-772151	1.0	0.943832335329341	4.0	2.0822381308041042	2.0822381308041042
mp-764733	6.0	1.0852592592592594	6.0	2.0371774276354424	2.0371774276354424
mp-976060	21.333333333333332	0.8453846153846154	8.0	2.4041546211827556	2.2862594328061694
mp-772145	1.0	0.8725609756097562	2.857142857142857	1.92987771469798	1.92987771469798
mp-764727	15.0	1.543761467889908	6.0	1.9038851834641253	1.9038851834641253
mp-1192210	1.5	0.5933333333333334	8.416666666666666	2.7248490276938053	2.7248490276938053
mp-31442	4.0	0.8928571428571429	6.0	2.7381956547322024	2.7381956547322024
mp-1173944	6.0	1.0852499999999998	6.0	2.1065114454439353	2.1065114454439353
mp-766130	2.0	0.9070344827586204	4.0	2.113071875492418	2.113071875492418
mp-776323	0.0	0.8808064516129033	3.3333333333333335	2.0900368245590957	2.0900368245590957
mp-1029492	16.0	1.1403809523809527	8.0	2.0267010277585187	2.0267010277585187
